0.000000 , 0.000000 , -2.351141
0.000000 , 0.025641 , -2.351141
0.000000 , 0.051282 , -2.351141
0.000000 , 0.076923 , -2.351141
0.000000 , 0.102564 , -2.351141
0.000000 , 0.128205 , -2.351141
0.000000 , 0.153846 , -2.351141
0.000000 , 0.179487 , -2.351141
0.000000 , 0.205128 , -2.351141
0.000000 , 0.230769 , -2.351141
0.000000 , 0.256410 , -2.351141
0.000000 , 0.282051 , -2.351141
0.000000 , 0.307692 , -2.351141
0.000000 , 0.333333 , -2.351141
0.000000 , 0.358974 , -2.351141
0.000000 , 0.384615 , -2.351141
0.000000 , 0.410256 , -2.351141
0.000000 , 0.435897 , -2.351141
0.000000 , 0.461538 , -2.351141
0.000000 , 0.487179 , -2.351141
0.000000 , 0.512821 , -2.351141
0.000000 , 0.538462 , -2.351141
0.000000 , 0.564103 , -2.351141
0.000000 , 0.589744 , -2.351141
0.000000 , 0.615385 , -2.351141
0.000000 , 0.641026 , -2.351141
0.000000 , 0.666667 , -2.351141
0.000000 , 0.692308 , -2.351141
0.000000 , 0.717949 , -2.351141
0.000000 , 0.743590 , -2.351141
0.000000 , 0.769231 , -2.351141
0.000000 , 0.794872 , -2.351141
0.000000 , 0.820513 , -2.351141
0.000000 , 0.846154 , -2.351141
0.000000 , 0.871795 , -2.351141
0.000000 , 0.897436 , -2.351141
0.000000 , 0.923077 , -2.351141
0.000000 , 0.948718 , -2.351141
0.000000 , 0.974359 , -2.351141
0.000000 , 1.000000 , -2.351141
0.025641 , 0.000000 , -2.277664
0.025641 , 0.025641 , -2.277267
0.025641 , 0.051282 , -2.276152
0.025641 , 0.076923 , -2.275529
0.025641 , 0.102564 , -2.275272
0.025641 , 0.128205 , -2.275557
0.025641 , 0.153846 , -2.277166
0.025641 , 0.179487 , -2.279897
0.025641 , 0.205128 , -2.283487
0.025641 , 0.230769 , -2.287226
0.025641 , 0.256410 , -2.290567
0.025641 , 0.282051 , -2.293802
0.025641 , 0.307692 , -2.298257
0.025641 , 0.333333 , -2.303616
0.025641 , 0.358974 , -2.309650
0.025641 , 0.384615 , -2.315637
0.025641 , 0.410256 , -2.320930
0.025641 , 0.435897 , -2.326694
0.025641 , 0.461538 , -2.333066
0.025641 , 0.487179 , -2.338696
0.025641 , 0.512821 , -2.344846
0.025641 , 0.538462 , -2.350505
0.025641 , 0.564103 , -2.356256
0.025641 , 0.589744 , -2.361575
0.025641 , 0.615385 , -2.366744
0.025641 , 0.641026 , -2.371283
0.025641 , 0.666667 , -2.375426
0.025641 , 0.692308 , -2.379360
0.025641 , 0.717949 , -2.383433
0.025641 , 0.743590 , -2.387205
0.025641 , 0.769231 , -2.390329
0.025641 , 0.794872 , -2.393182
0.025641 , 0.820513 , -2.395990
0.025641 , 0.846154 , -2.398065
0.025641 , 0.871795 , -2.399521
0.025641 , 0.897436 , -2.401316
0.025641 , 0.923077 , -2.402909
0.025641 , 0.948718 , -2.403827
0.025641 , 0.974359 , -2.404466
0.025641 , 1.000000 , -2.404388
0.051282 , 0.000000 , -2.190453
0.051282 , 0.025641 , -2.190879
0.051282 , 0.051282 , -2.190025
0.051282 , 0.076923 , -2.189056
0.051282 , 0.102564 , -2.189012
0.051282 , 0.128205 , -2.190647
0.051282 , 0.153846 , -2.193745
0.051282 , 0.179487 , -2.198555
0.051282 , 0.205128 , -2.204640
0.051282 , 0.230769 , -2.212128
0.051282 , 0.256410 , -2.219679
0.051282 , 0.282051 , -2.227114
0.051282 , 0.307692 , -2.235706
0.051282 , 0.333333 , -2.245865
0.051282 , 0.358974 , -2.256840
0.051282 , 0.384615 , -2.267899
0.051282 , 0.410256 , -2.279242
0.051282 , 0.435897 , -2.290649
0.051282 , 0.461538 , -2.302860
0.051282 , 0.487179 , -2.314593
0.051282 , 0.512821 , -2.326465
0.051282 , 0.538462 , -2.338421
0.051282 , 0.564103 , -2.349253
0.051282 , 0.589744 , -2.360346
0.051282 , 0.615385 , -2.370185
0.051282 , 0.641026 , -2.379348
0.051282 , 0.666667 , -2.388399
0.051282 , 0.692308 , -2.396262
0.051282 , 0.717949 , -2.403453
0.051282 , 0.743590 , -2.410488
0.051282 , 0.769231 , -2.416721
0.051282 , 0.794872 , -2.423411
0.051282 , 0.820513 , -2.429028
0.051282 , 0.846154 , -2.433313
0.051282 , 0.871795 , -2.437086
0.051282 , 0.897436 , -2.440040
0.051282 , 0.923077 , -2.442634
0.051282 , 0.948718 , -2.444258
0.051282 , 0.974359 , -2.444967
0.051282 , 1.000000 , -2.445164
0.076923 , 0.000000 , -2.094797
0.076923 , 0.025641 , -2.094461
0.076923 , 0.051282 , -2.094227
0.076923 , 0.076923 , -2.094077
0.076923 , 0.102564 , -2.094593
