0.000000 , 0.000000 , -2.738187
0.000000 , 0.025641 , -2.738187
0.000000 , 0.051282 , -2.738187
0.000000 , 0.076923 , -2.738187
0.000000 , 0.102564 , -2.738187
0.000000 , 0.128205 , -2.738187
0.000000 , 0.153846 , -2.738187
0.000000 , 0.179487 , -2.738187
0.000000 , 0.205128 , -2.738187
0.000000 , 0.230769 , -2.738187
0.000000 , 0.256410 , -2.738187
0.000000 , 0.282051 , -2.738187
0.000000 , 0.307692 , -2.738187
0.000000 , 0.333333 , -2.738187
0.000000 , 0.358974 , -2.738187
0.000000 , 0.384615 , -2.738187
0.000000 , 0.410256 , -2.738187
0.000000 , 0.435897 , -2.738187
0.000000 , 0.461538 , -2.738187
0.000000 , 0.487179 , -2.738187
0.000000 , 0.512821 , -2.738187
0.000000 , 0.538462 , -2.738187
0.000000 , 0.564103 , -2.738187
0.000000 , 0.589744 , -2.738187
0.000000 , 0.615385 , -2.738187
0.000000 , 0.641026 , -2.738187
0.000000 , 0.666667 , -2.738187
0.000000 , 0.692308 , -2.738187
0.000000 , 0.717949 , -2.738187
0.000000 , 0.743590 , -2.738187
0.000000 , 0.769231 , -2.738187
0.000000 , 0.794872 , -2.738187
0.000000 , 0.820513 , -2.738187
0.000000 , 0.846154 , -2.738187
0.000000 , 0.871795 , -2.738187
0.000000 , 0.897436 , -2.738187
0.000000 , 0.923077 , -2.738187
0.000000 , 0.948718 , -2.738187
0.000000 , 0.974359 , -2.738187
0.000000 , 1.000000 , -2.738187
0.025641 , 0.000000 , -2.710711
0.025641 , 0.025641 , -2.710857
0.025641 , 0.051282 , -2.710103
0.025641 , 0.076923 , -2.709256
0.025641 , 0.102564 , -2.708784
0.025641 , 0.128205 , -2.708052
0.025641 , 0.153846 , -2.708370
0.025641 , 0.179487 , -2.708718
0.025641 , 0.205128 , -2.709504
0.025641 , 0.230769 , -2.710924
0.025641 , 0.256410 , -2.712945
0.025641 , 0.282051 , -2.713710
0.025641 , 0.307692 , -2.714302
0.025641 , 0.333333 , -2.715481
0.025641 , 0.358974 , -2.717868
0.025641 , 0.384615 , -2.720081
0.025641 , 0.410256 , -2.722577
0.025641 , 0.435897 , -2.724942
0.025641 , 0.461538 , -2.728140
0.025641 , 0.487179 , -2.731222
0.025641 , 0.512821 , -2.733033
0.025641 , 0.538462 , -2.735043
0.025641 , 0.564103 , -2.736961
0.025641 , 0.589744 , -2.739043
0.025641 , 0.615385 , -2.740227
0.025641 , 0.641026 , -2.741677
0.025641 , 0.666667 , -2.743404
0.025641 , 0.692308 , -2.745203
0.025641 , 0.717949 , -2.746084
0.025641 , 0.743590 , -2.747099
0.025641 , 0.769231 , -2.748009
0.025641 , 0.794872 , -2.748829
0.025641 , 0.820513 , -2.749480
0.025641 , 0.846154 , -2.750193
0.025641 , 0.871795 , -2.750425
0.025641 , 0.897436 , -2.750986
0.025641 , 0.923077 , -2.751130
0.025641 , 0.948718 , -2.750920
0.025641 , 0.974359 , -2.750553
0.025641 , 1.000000 , -2.750317
0.051282 , 0.000000 , -2.675633
0.051282 , 0.025641 , -2.674983
0.051282 , 0.051282 , -2.673630
0.051282 , 0.076923 , -2.672110
0.051282 , 0.102564 , -2.671094
